Space name,Source Type,Package Name,Package Version,Ecosystem,Vulnerability ID,Severity,Aliases,Cwe_Ids,Severity_score,Group IDs,Experimental Analysis
kemalpm-openai-whisper-large-v3,lockfile,authlib,1.2.1,PyPI,GHSA-5357-c2jx-v7qh,HIGH,"CVE-2024-37568,PYSEC-2024-52","CWE-284,CWE-327,CWE-347",CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,"PYSEC-2024-52,GHSA-5357-c2jx-v7qh",
kemalpm-openai-whisper-large-v3,lockfile,authlib,1.2.1,PyPI,PYSEC-2024-52,,"CVE-2024-37568,GHSA-5357-c2jx-v7qh",,,"PYSEC-2024-52,GHSA-5357-c2jx-v7qh",
kemalpm-openai-whisper-large-v3,lockfile,jinja2,3.1.2,PyPI,GHSA-cpwx-vrp4-4pq7,MODERATE,CVE-2025-27516,CWE-1336,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-cpwx-vrp4-4pq7,
kemalpm-openai-whisper-large-v3,lockfile,jinja2,3.1.2,PyPI,GHSA-gmj6-6f8f-6699,MODERATE,CVE-2024-56201,CWE-150,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-gmj6-6f8f-6699,
kemalpm-openai-whisper-large-v3,lockfile,jinja2,3.1.2,PyPI,GHSA-h5c8-rqwp-cp95,MODERATE,CVE-2024-22195,CWE-79,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-h5c8-rqwp-cp95,
kemalpm-openai-whisper-large-v3,lockfile,jinja2,3.1.2,PyPI,GHSA-h75v-3vvj-5mfj,MODERATE,"CGA-g5xx-83xq-8g5j,CVE-2024-34064",CWE-79,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-h75v-3vvj-5mfj,
kemalpm-openai-whisper-large-v3,lockfile,jinja2,3.1.2,PyPI,GHSA-q2x7-8rv6-6q7h,MODERATE,CVE-2024-56326,CWE-693,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-q2x7-8rv6-6q7h,
kemalpm-openai-whisper-large-v3,lockfile,pillow,10.1.0,PyPI,GHSA-3f63-hfp8-52jq,CRITICAL,"BIT-pillow-2023-50447,CVE-2023-50447","CWE-94,CWE-95",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-3f63-hfp8-52jq,
kemalpm-openai-whisper-large-v3,lockfile,pillow,10.1.0,PyPI,GHSA-44wm-f244-xhp3,HIGH,"BIT-pillow-2024-28219,CVE-2024-28219","CWE-120,CWE-676,CWE-680",CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-44wm-f244-xhp3,
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,GHSA-5h86-8mv2-jq9f,HIGH,"CVE-2024-23334,PYSEC-2024-24",CWE-22,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-24,GHSA-5h86-8mv2-jq9f",
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,GHSA-5m98-qgg9-wh84,HIGH,CVE-2024-30251,CWE-835,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-5m98-qgg9-wh84,
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,GHSA-7gpw-8wmc-pm8g,MODERATE,CVE-2024-27306,CWE-79,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,GHSA-7gpw-8wmc-pm8g,
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,GHSA-8495-4g3g-x7pr,MODERATE,CVE-2024-52304,CWE-444,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,GHSA-8495-4g3g-x7pr,
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,GHSA-8qpw-xqxj-h4r2,MODERATE,"CVE-2024-23829,PYSEC-2024-26",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2024-26,GHSA-8qpw-xqxj-h4r2",
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,GHSA-jwhx-xcg6-8xhj,MODERATE,CVE-2024-42367,CWE-61,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,GHSA-jwhx-xcg6-8xhj,
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,PYSEC-2024-24,,"CVE-2024-23334,GHSA-5h86-8mv2-jq9f",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-24,GHSA-5h86-8mv2-jq9f",
kemalpm-openai-whisper-large-v3,lockfile,aiohttp,3.9.1,PyPI,PYSEC-2024-26,,"CVE-2024-23829,GHSA-8qpw-xqxj-h4r2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,"PYSEC-2024-26,GHSA-8qpw-xqxj-h4r2",
kemalpm-openai-whisper-large-v3,lockfile,certifi,2023.11.17,PyPI,GHSA-248v-346w-9cwc,LOW,"CVE-2024-39689,PYSEC-2024-230",CWE-345,,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
kemalpm-openai-whisper-large-v3,lockfile,certifi,2023.11.17,PyPI,PYSEC-2024-230,,"CVE-2024-39689,GHSA-248v-346w-9cwc",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-230,GHSA-248v-346w-9cwc",
kemalpm-openai-whisper-large-v3,lockfile,cryptography,41.0.7,PyPI,GHSA-3ww4-gg4f-jr7f,HIGH,"CGA-45f3-3fmq-7h5w,CVE-2023-50782","CWE-203,CWE-208",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,GHSA-3ww4-gg4f-jr7f,
kemalpm-openai-whisper-large-v3,lockfile,cryptography,41.0.7,PyPI,GHSA-6vqw-3v5j-54x4,HIGH,"CGA-f4qg-9fw4-8247,CVE-2024-26130,PYSEC-2024-225",CWE-476,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2024-225,GHSA-6vqw-3v5j-54x4",
kemalpm-openai-whisper-large-v3,lockfile,cryptography,41.0.7,PyPI,GHSA-9v9h-cgj8-h64p,MODERATE,"CGA-v739-9xhw-5vmf,CVE-2024-0727",CWE-476,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,GHSA-9v9h-cgj8-h64p,
kemalpm-openai-whisper-large-v3,lockfile,cryptography,41.0.7,PyPI,GHSA-h4gh-qq45-vh27,MODERATE,,CWE-1395,,GHSA-h4gh-qq45-vh27,
kemalpm-openai-whisper-large-v3,lockfile,cryptography,41.0.7,PyPI,PYSEC-2024-225,,"CGA-f4qg-9fw4-8247,CVE-2024-26130,GHSA-6vqw-3v5j-54x4",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2024-225,GHSA-6vqw-3v5j-54x4",
kemalpm-openai-whisper-large-v3,lockfile,fastapi,0.104.1,PyPI,PYSEC-2024-38,,"CVE-2024-24762,GHSA-2jv5-9r88-3w3p,GHSA-qf9m-vfgh-m389",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,PYSEC-2024-38,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-26jh-r8g2-6fpr,LOW,,,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:U,GHSA-26jh-r8g2-6fpr,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-279j-x4gx-hfrh,HIGH,"CVE-2024-47871,PYSEC-2024-219",CWE-311,CVSS:4.0/AV:A/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-219,GHSA-279j-x4gx-hfrh",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-34rf-p3r3-58x2,MODERATE,CVE-2024-34511,,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,GHSA-34rf-p3r3-58x2,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-37qc-qgx6-9xjv,MODERATE,"CVE-2024-47166,PYSEC-2024-197",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/U:Green,"PYSEC-2024-197,GHSA-37qc-qgx6-9xjv",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-3c67-5hwx-f6wx,HIGH,"CVE-2024-47084,PYSEC-2024-196","CWE-285,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-196,GHSA-3c67-5hwx-f6wx",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-3f95-mxq2-2f63,HIGH,CVE-2024-1728,CWE-22,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-3f95-mxq2-2f63,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-3gf9-wv65-gwh9,MODERATE,CVE-2024-48052,CWE-918,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:P,GHSA-3gf9-wv65-gwh9,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-48cq-79qq-6f7x,MODERATE,CVE-2024-1727,CWE-352,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,GHSA-48cq-79qq-6f7x,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-4q3c-cj7g-jcwf,MODERATE,"CVE-2024-47868,PYSEC-2024-217","CWE-200,CWE-22",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-217,GHSA-4q3c-cj7g-jcwf",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-576c-3j53-r9jj,MODERATE,"CVE-2024-47167,PYSEC-2024-215",CWE-918,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2024-215,GHSA-576c-3j53-r9jj",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-5cpq-9538-jm2j,HIGH,CVE-2024-8966,CWE-400,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-5cpq-9538-jm2j,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-6qm2-wpxq-7qh2,HIGH,"CVE-2023-51449,PYSEC-2023-249",CWE-22,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,"PYSEC-2023-249,GHSA-6qm2-wpxq-7qh2",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-6v6g-j5fq-hpvw,HIGH,"CVE-2024-4941,PYSEC-2024-184","CWE-20,CWE-22",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-184,GHSA-6v6g-j5fq-hpvw",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-77xq-6g77-h274,MODERATE,"CVE-2024-47164,PYSEC-2024-213",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-213,GHSA-77xq-6g77-h274",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-7v2w-h4gh-w5cv,MODERATE,CVE-2024-8021,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-7v2w-h4gh-w5cv,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-7xmc-vhjp-qv5q,HIGH,CVE-2024-10569,CWE-475,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-7xmc-vhjp-qv5q,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-89v2-pqfv-c5r9,MODERATE,"CVE-2024-47165,PYSEC-2024-214","CWE-285,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-214,GHSA-89v2-pqfv-c5r9",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-8c87-gvhj-xm8m,HIGH,"CVE-2024-47867,PYSEC-2024-216","CWE-345,CWE-494",CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-216,GHSA-8c87-gvhj-xm8m",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-973g-55hp-3frw,HIGH,CVE-2024-4325,CWE-918,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,GHSA-973g-55hp-3frw,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-f3h9-8phc-6gvh,HIGH,CVE-2024-0964,CWE-22,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-f3h9-8phc-6gvh,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-g6c9-f4xm-9j4x,MODERATE,CVE-2024-4940,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-g6c9-f4xm-9j4x,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-g9cj-cfpp-4g2x,HIGH,CVE-2024-1561,CWE-29,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-g9cj-cfpp-4g2x,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-gqvf-3hgp-5hxv,CRITICAL,"CVE-2023-6572,PYSEC-2023-255","CWE-200,CWE-77",CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,"PYSEC-2023-255,GHSA-gqvf-3hgp-5hxv",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-gvv6-33j7-884g,MODERATE,"CVE-2024-47872,PYSEC-2024-220",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:A/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-220,GHSA-gvv6-33j7-884g",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-hm3c-93pg-4cxw,LOW,"CVE-2024-47168,PYSEC-2024-198",CWE-670,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-198,GHSA-hm3c-93pg-4cxw",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-hmx6-r76c-85g9,MODERATE,CVE-2024-1729,CWE-367,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-hmx6-r76c-85g9,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-j2jg-fq62-7c3h,CRITICAL,CVE-2025-23042,"CWE-178,CWE-285",CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,GHSA-j2jg-fq62-7c3h,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-j757-pf57-f8r4,MODERATE,"CVE-2024-47869,PYSEC-2024-199","CWE-203,CWE-208",CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-199,GHSA-j757-pf57-f8r4",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-m842-4qm8-7gpq,CRITICAL,,,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-m842-4qm8-7gpq,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-pgfv-gvc5-prfg,HIGH,CVE-2024-10648,CWE-29,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,GHSA-pgfv-gvc5-prfg,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-prpg-p95c-32fv,MODERATE,CVE-2024-12217,"CWE-22,CWE-41",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,GHSA-prpg-p95c-32fv,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-qh6x-j82h-vpf9,MODERATE,CVE-2024-1183,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,GHSA-qh6x-j82h-vpf9,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-r364-m2j9-mf4h,HIGH,CVE-2024-2206,CWE-918,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,GHSA-r364-m2j9-mf4h,
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,GHSA-xh2x-3mrm-fwqm,HIGH,"CVE-2024-47870,PYSEC-2024-218",CWE-362,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-218,GHSA-xh2x-3mrm-fwqm",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2023-249,,"CVE-2023-51449,GHSA-6qm2-wpxq-7qh2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2023-249,GHSA-6qm2-wpxq-7qh2",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2023-255,,"CVE-2023-6572,GHSA-gqvf-3hgp-5hxv",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"PYSEC-2023-255,GHSA-gqvf-3hgp-5hxv",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-184,,"CVE-2024-4941,GHSA-6v6g-j5fq-hpvw",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-184,GHSA-6v6g-j5fq-hpvw",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-196,,"CVE-2024-47084,GHSA-3c67-5hwx-f6wx",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,"PYSEC-2024-196,GHSA-3c67-5hwx-f6wx",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-197,,"CVE-2024-47166,GHSA-37qc-qgx6-9xjv",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2024-197,GHSA-37qc-qgx6-9xjv",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-198,,"CVE-2024-47168,GHSA-hm3c-93pg-4cxw",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2024-198,GHSA-hm3c-93pg-4cxw",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-199,,"CVE-2024-47869,GHSA-j757-pf57-f8r4",,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2024-199,GHSA-j757-pf57-f8r4",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-213,,"CVE-2024-47164,GHSA-77xq-6g77-h274",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,"PYSEC-2024-213,GHSA-77xq-6g77-h274",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-214,,"CVE-2024-47165,GHSA-89v2-pqfv-c5r9",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,"PYSEC-2024-214,GHSA-89v2-pqfv-c5r9",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-215,,"CVE-2024-47167,GHSA-576c-3j53-r9jj",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"PYSEC-2024-215,GHSA-576c-3j53-r9jj",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-216,,"CVE-2024-47867,GHSA-8c87-gvhj-xm8m",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-216,GHSA-8c87-gvhj-xm8m",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-217,,"CVE-2024-47868,GHSA-4q3c-cj7g-jcwf",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-217,GHSA-4q3c-cj7g-jcwf",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-218,,"CVE-2024-47870,GHSA-xh2x-3mrm-fwqm",,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"PYSEC-2024-218,GHSA-xh2x-3mrm-fwqm",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-219,,"CVE-2024-47871,GHSA-279j-x4gx-hfrh",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"PYSEC-2024-219,GHSA-279j-x4gx-hfrh",
kemalpm-openai-whisper-large-v3,lockfile,gradio,4.8.0,PyPI,PYSEC-2024-220,,"CVE-2024-47872,GHSA-gvv6-33j7-884g",,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-220,GHSA-gvv6-33j7-884g",
kemalpm-openai-whisper-large-v3,lockfile,idna,3.6,PyPI,GHSA-jjg7-2v4v-x38h,MODERATE,"CVE-2024-3651,PYSEC-2024-60",CWE-400,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-60,GHSA-jjg7-2v4v-x38h",
kemalpm-openai-whisper-large-v3,lockfile,idna,3.6,PyPI,PYSEC-2024-60,,"CVE-2024-3651,GHSA-jjg7-2v4v-x38h",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2024-60,GHSA-jjg7-2v4v-x38h",
kemalpm-openai-whisper-large-v3,lockfile,orjson,3.9.10,PyPI,GHSA-pwr2-4v36-6qpr,HIGH,"CVE-2024-27454,PYSEC-2024-40",CWE-674,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2024-40,GHSA-pwr2-4v36-6qpr",
kemalpm-openai-whisper-large-v3,lockfile,orjson,3.9.10,PyPI,PYSEC-2024-40,,"CVE-2024-27454,GHSA-pwr2-4v36-6qpr",,,"PYSEC-2024-40,GHSA-pwr2-4v36-6qpr",
kemalpm-openai-whisper-large-v3,lockfile,pyarrow,14.0.1,PyPI,PYSEC-2024-161,,CVE-2024-52338,,,PYSEC-2024-161,
kemalpm-openai-whisper-large-v3,lockfile,python-multipart,0.0.6,PyPI,GHSA-2jv5-9r88-3w3p,HIGH,"CVE-2024-24762,GHSA-qf9m-vfgh-m389,PYSEC-2024-38",CWE-400,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-2jv5-9r88-3w3p,
kemalpm-openai-whisper-large-v3,lockfile,python-multipart,0.0.6,PyPI,GHSA-59g5-xgcq-4qw3,HIGH,CVE-2024-53981,CWE-770,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,GHSA-59g5-xgcq-4qw3,
kemalpm-openai-whisper-large-v3,lockfile,requests,2.31.0,PyPI,GHSA-9wx4-h78v-vm56,MODERATE,CVE-2024-35195,CWE-670,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,GHSA-9wx4-h78v-vm56,
kemalpm-openai-whisper-large-v3,lockfile,starlette,0.27.0,PyPI,GHSA-f96h-pmfr-66vw,HIGH,CVE-2024-47874,CWE-770,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,GHSA-f96h-pmfr-66vw,
kemalpm-openai-whisper-large-v3,lockfile,tqdm,4.66.1,PyPI,GHSA-g7vv-2v7x-gj9p,LOW,CVE-2024-34062,CWE-74,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,GHSA-g7vv-2v7x-gj9p,
kemalpm-openai-whisper-large-v3,lockfile,urllib3,2.1.0,PyPI,GHSA-34jh-p97f-mpxf,MODERATE,CVE-2024-37891,CWE-669,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,GHSA-34jh-p97f-mpxf,
